"id","created_at","uuid","address_line_1","address_line_2","city","postcode","display_address","description","short_description","bedroom_count","bathroom_count","reception_count","property_type","available_at","cost","contract_length","is_bills_included","nearest_stations","latitude","longitude","source"
584,2025-02-25 15:38:12.636 +0000,"69c0bcf4-c750-44bc-ac95-88bc8bb7703c","Harcourt Tower, 67 Marsh Wall",,London,E14 9GS,"Harcourt Tower, 67 Marsh Wall, London, E14 9GS","A beautifully presented two bedroom, two bathroom property on the 9th floor of the brand new Harcourt Tower. The property benefits from tons of natural light, sleek modern specification and offered on a furnished basis. 5 star amenities included and 24/7 concierge. Conveniently located opposite South Quay DLR and within walking distance to central Canary Wharf.","A beautifully presented two bedroom, two bathroom property on the 9th floor of the brand new Harcourt Tower. The property benefits from tons of natural light, sleek modern specification and offered on a furnished basis. 5 star amenities included.",2,2,0,FLAT,IMMEDIATELY,4500,SIX_MONTHS,false,"null",51.500681,-0.018067,CHESTERTONS
580,2025-02-25 15:38:10.095 +0000,"603d0d2e-dabf-4a4b-a233-2ba01604c48e","Onslow Gardens, South Kensington",,London,SW7 3QB,"Onslow Gardens, South Kensington, London, SW7 3QB","A stunning third floor two bedroom apartment over looking communal gardens. The property has been finished the a high quality throughout with views over the communal gardens. <br/><br/>The property benefits from wooden floors in the reception room, two double bedrooms, two bathrooms and a semi-open plan kitchen reception room. <br/><br/>Onslow Gardens is one of the most desirable locations in South Kensington. The apartment is located within equal walking distance to both South Kensington and Gloucester Road tube stations with excellent access to the local amenities.",A stunning second floor two bedroom apartment over looking communal gardens. The property has been finished the a high quality throughout.,2,2,1,FLAT,"2025-04-10",4500,TWELVE_MONTHS,false,"null",51.4911,-0.17832,CHESTERTONS
583,2025-02-25 15:38:11.961 +0000,"9aabfc49-ea92-479a-b709-ff942bdb540e","Burlington House, Kings Road, Richmond",,Surrey,TW10 6NW,"Burlington House, Kings Road, Richmond, Surrey, TW10 6NW","A stunning three bedroom apartment offering spacious reception, separate kitchen, modern bathroom and period features throughout including high ceilings and a feature fire place. <br/><br/>Further benefits include a communal garden and easy access to Richmond station.",A three bedroom modern apartment located on Richmond Hill.,3,1,1,FLAT,IMMEDIATELY,4500,TWELVE_MONTHS,false,"null",51.45665,-0.294936,CHESTERTONS
585,2025-02-25 15:38:12.994 +0000,b3594f58-eb44-47bc-9a5b-a3f923d576a8,"Keybridge Tower, 1 Exchange Gardens",,London,SW8 1BN,"Keybridge Tower, 1 Exchange Gardens, London, SW8 1BN","Located on the 33rd floor  in the heart of Vauxhall’s regeneration area, Keybridge House is perfectly located with exceptional transport links into the city and beyond. This development will consist of 470 studio, 1, 2 and 3 bedroom apartments and penthouses.<br/><br/>Standing at 37 storeys high, Keybridge House will be the tallest residential brick tower in the UK. When completed residents will benefit from landscaped gardens, a private gym, swimming pool, and health spa (facilities expected to complete by 2020). Keybridge club lounge and a 24-hour concierge service.<br/><br/>Keybridge House is situated within a short walking distance of Vauxhall Station (Zone 1) and its Underground and National Rail links. Residents will be able to enjoy Vauxhall’s varied nightlife, including live performances, club nights and cabaret as well as the shops, bars, and cafes in the local area.<br/><br/>Open spaces such as Vauxhall Park, Vauxhall City Farm and Battersea Park are close by and popular shopping and entertainment hubs such as Oxford Circus and Leicester Square can be reached in under 15 minutes.",A beautifully designed two bedroom two bathroom apartment located in the hugely anticipated Keybridge House Development in Vauxhall. This eagerly anticipated property offers luxury living in the heart of Vauxhall.,2,2,1,FLAT,"2025-03-21",4500,TWELVE_MONTHS,false,"null",51.482411,-0.125074,CHESTERTONS
587,2025-02-25 15:38:14.882 +0000,"99a0377f-e3d6-4193-9883-c51468a71701","Acqua House, 41 Melliss Avenue",,Richmond,TW9 4BY,"Acqua House, 41 Melliss Avenue, Richmond, TW9 4BY","A spacious property comprising of two double bedrooms (master with en-suite bathroom), family bathroom, open plan fully fitted kitchen leading to reception & dining area with doors to a spacious balcony. The property further benefits from a designated parking space for one car as well as the use of onsite leisure facilities and concierge service. EPC rating C<br/><br/>*ALSO AVAILABLE FOR LONG LET*","A spacious property comprising of two double bedrooms (master with en-suite bathroom), family bathroom, open plan fully fitted kitchen leading to reception & dining area with doors to a spacious balcony. EPC rating C",2,2,1,FLAT,IMMEDIATELY,4500,LT_SIX_MONTHS,false,"null",51.479703,-0.276651,CHESTERTONS
589,2025-02-25 15:38:16.229 +0000,d56bf02e-92c5-4f60-93a1-6b02b95f454c,"Walsingham, St. Johns Wood Park",,London,NW8 6RH,"Walsingham, St. Johns Wood Park, London, NW8 6RH","A spacious 3 bedroom apartment in an attractive development in St Johns Wood, comprising three double bedrooms, two bathrooms (one en-suite), large modern kitchen, L shaped reception and balcony with views of the city. <br/><br/>The  property benefits from porterage and the rent includes heating and hot water.","A spacious apartment in an attractive development in St Johns Wood, benefiting from a porter and communal heating and hot water.",3,2,1,FLAT,"2025-03-13",4500,SIX_MONTHS,false,"null",51.538738,-0.173419,CHESTERTONS
590,2025-02-25 15:38:17.558 +0000,"59af0539-0ac3-4b70-9790-5f2f13debb66",Denton Road,,London,TW1 2HQ,"Denton Road, Twickenham, TW1 2HQ","A superb, split-level conversion apartment extending to over 1000 sq ft and situated on this quiet road in East Twickenham. Located minutes' walk to Richmond Bridge and many local amenities. The apartment has been stylishly refurbished throughout and briefly comprises; large reception / dining room with bay window and feature fireplace, recently refurbished kitchen with all appliances, large principal bedroom with built in wardrobes and en suite WC,  further two bedrooms, one with ensuite shower and a modern family bathroom. The property further benefits from a stunning roof terrace to the rear, which is fully decked with planters. Denton Road is both convenient for Richmond Town Centre with its excellent transport links and the picturesque Thames Path. Available immediately. EPC=D","A superb, split-level, three bedroom apartment extending to over 1000 sq ft with a large decked roof terrace and situated on this quiet road in East Twickenham.",3,2,1,HOUSE,IMMEDIATELY,4500,LT_SIX_MONTHS,false,"null",51.45359,-0.308228,CHESTERTONS
593,2025-02-25 15:38:18.991 +0000,"7b1c0bf1-a89a-4de3-b2c1-ece22f428f51","Windham Road, Richmond",,Surrey,TW9 2HP,"Windham Road, Richmond, Surrey, TW9 2HP","Stunning three bedroom terraced house to let in Kew, comprising 3 bedrooms, 2 bathrooms, reception room and separate eat-in kitchen. Private garden and driveway included.","A beautifully presented three bedroom and two bathroom terraced house, located conveniently to both Richmond and Kew Gardens stations, and the local shopping amenities. The property also includes a private garden and private driveway.",3,2,1,FLAT,"2025-03-19",4500,TWELVE_MONTHS,false,"null",51.468599,-0.289063,CHESTERTONS
594,2025-02-25 15:38:20.395 +0000,"8d116f80-b09b-45dd-8e20-91d9c33e6e68","Cosway Mansions, Shroton Street",,London,NW1 6UE,"Cosway Mansions, Shroton Street, London, NW1 6UE","**SHORT LET** A well presented first floor apartment set within a mansion block in Marylebone, with wood floors throughout and close to Marylebone Train Station and the amenities of Baker Street.<br/><br/>The property comprises two double bedrooms, an open plan living room/kitchen and shower room.<br/><br/>Additional benefits include wooden floors throughout and entry phone system.","**SHORT LET** A well presented two bedroom apartment set within a mansion block in Marylebone, with wood floors throughout and close to Marylebone Train Station and the amenities of Baker Street.",2,1,1,FLAT,"2025-04-04",4500,LT_SIX_MONTHS,false,"null",51.522421,-0.166104,CHESTERTONS
669,2025-02-25 15:39:46.256 +0000,"07ec6517-9739-4142-9d93-389e6c817825",Hertsmere Road,,London,E14 4EG,"Hertsmere Road, London, E14 4EG","A luxury two bedroom two bathroom apartment, set within an award winning development, No.1 West India Quay, boasting 24hr concierge & room service from the Marriott. This apartment is set on the corner of the building and offers views over the Olympic Park and 02 Arena.","A luxury two bedroom two bathroom apartment, set within an award winning development, No.1 West India Quay, boasting 24hr concierge & room service from the Marriott. Photos for illustrations purposes.",2,2,1,FLAT,IMMEDIATELY,3965,LT_SIX_MONTHS,false,"null",51.509998,-0.02,CHESTERTONS
586,2025-02-25 15:38:14.723 +0000,"62a52f44-7085-4eaa-a71f-bdad4ddc0e45",Redcliffe Gardens,,London,SW10 9HD,"Redcliffe Gardens, London, SW10 9HD","This is a rare opportunity to rent a bespoke contemporary designer flat, completely refurbished to a very high standard. <br/><br/>The flat is highly energy-efficient, with an EPC rating of B, and features excellent insulation. Located in a Victorian building with very high ceilings and bay windows, it is furnished and offers two spacious bedrooms, including one en-suite, and two modern bathrooms. You will be the first to live in this newly renovated space, situated in the prime location of Kensington, between South Kensington and Chelsea. <br/><br/>Just a 10-minute walk to Earls Court Station, it offers excellent transport links and is within a short walk of Hollywood Road and Fulham Road, where you’ll find various amenities. The flat is designed with high-end finishes throughout, including tastefully designed bathrooms and built-in wardrobes in every bedroom for ample storage. <br/><br/>Additional features include modern kitchen appliances, such as a dishwasher, oven, and microwave, as well as sound insulation between floors, ensuring a comfortable living experience.","This is a rare opportunity to rent a bespoke contemporary designer flat, completely refurbished to a very high standard.",2,2,0,FLAT,IMMEDIATELY,4500,TWELVE_MONTHS,false,"null",51.486325,-0.187613,CHESTERTONS
588,2025-02-25 15:38:15.565 +0000,"65f9b6a8-6649-4115-a77e-506c86ab5436","Upper Montagu Street, Marylebone",,London,W1H 1SJ,"Upper Montagu Street, Marylebone, London, W1H 1SJ","A well presented 2 bedroom flat over the ground and lower ground floor of a well maintained period building. The property features a fully fitted kitchen, patio garden, hard wood floors and modern bathroom. Located on Upper Montagu Street the property has great access to Baker Street and Marylebone Stations, Marylebone High Street and Oxford Street.<br/><br/><strong>bedroom 1</strong>  <em></em> <br/> bedroom 1<br/><br/><strong>bedroom 2</strong>  <em></em> <br/> bedroom 2<br/><br/><strong>bathroom</strong>  <em></em> <br/> shared bathroom<br/><br/><strong>reception room</strong>  <em></em> <br/> reception room","A well presented 2 bedroom flat over the ground and lower ground floor of a well maintained period building. The property features a fully fitted kitchen, patio garden, hard wood floors and modern bathroom.",2,1,1,HOUSE,"2025-03-28",4500,LT_SIX_MONTHS,false,"null",51.520569,-0.160481,CHESTERTONS
591,2025-02-25 15:38:17.613 +0000,"4327bb98-09f4-4797-b764-5e69a3b49757","Warwick Way, Pimlico",,London,SW1V 1SB,"Warwick Way, Pimlico, London, SW1V 1SB","Virtual Viewings Available: A spacious duplex with period features throughout and wooden flooring.  Comprising of a large reception with through kitchen with dining area, 3 double bedrooms, 2 bathrooms (1 en-suite) and a patio garden. <br/>Located conveniently for Victoria station, the delights of Pimlico and the Embankment.<br/>Available now furnished",Virtual Viewings Available: A spacious duplex with period features  throughout and wooden flooring this bright 3 bedroom apartment is available now furnished.  Benefiting from 3 good size bedrooms and 2 bathrooms.,3,2,1,FLAT,IMMEDIATELY,4500,TWELVE_MONTHS,false,"null",51.491215,-0.142634,CHESTERTONS
592,2025-02-25 15:38:18.779 +0000,"381c8a79-cf8d-4721-a5d5-ee3fb13d6d80","Old School House, Bridge Lane, The Lanterns",,London,SW11 3AD,"Old School House, Bridge Lane, The Lanterns, London, SW11 3AD","SHORT LET. A beautifully presented loft-style, split level apartment within a Victorian school conversion moments from Battersea Park. Situated on the ground floor, the deep sash windows provide wonderful natural light. Off street parking included.<br/><br/>The Lanterns are located just off the Battersea Bridge Road. On the Battersea bridge road you can get buses to Victoria, South Kensington and Sloane Square. This property is located 0.8 from Clapham junction taking you to Victoria and Waterloo as well as Battersea Park (1 mile) from the property which takes you also into Victoria station. Just a short walk away from the property is the vast open space of Battersea Park, which offers cafes, athletics sports centre, sports pitches, children's zoo and beautiful walks.","SHORT LET. A beautifully presented loft-style, split level apartment within a Victorian school conversion moments from Battersea Park. Situated on the ground floor, the deep sash windows provide wonderful natural light. Off street parking included.",2,2,0,FLAT,"2025-03-24",4500,LT_SIX_MONTHS,false,"null",51.474233,-0.16694,CHESTERTONS
599,2025-02-25 15:38:28.273 +0000,c48e7a43-fc4d-47ee-81be-04e9ad181b31,Banyard Road,,London,SE16 2YA,"Banyard Road, London, SE16 2YA","SHORT LET* An immaculate period terraced cottage set within the heart of Bermondsey. The future resident of this property can enjoy the manicured garden which extends to the rear of the property with the additional benefit of all the garden maintenance being included within the monthly rental payment. The property comprises reception, two double bedrooms, a large dining room, and a substantial family bathroom.",SHORT LET* An immaculate period terraced cottage set within the heart of Bermondsey.,2,1,1,FLAT,IMMEDIATELY,4500,TWELVE_MONTHS,false,"null",51.494316,-0.059186,CHESTERTONS
600,2025-02-25 15:38:31.399 +0000,"2769170a-7772-4756-b52d-2dedf65b80d4","New Broadway, Hampton Hill, Hampton",,Middlesex,TW12 1JG,"New Broadway, Hampton Hill, Hampton, Middlesex, TW12 1JG","This stunning apartment has just been completely redecorated throughout with brand new appliances. It offers an abundance of natural light, and ample storage. <br/><br/>The property offers three double bedrooms, one of which has an en-suite, and a further family bathroom. There is secure bike storage available.<br/><br/>Situated in the heart of Hampton Hill, the flat offers proximity to local shops and restaurants. This property is offered fully furnished on a short term basis.",Stunning three bedroom property which has been completely refurbished throughout. This property offers two bathrooms and an abundance of natural light and storage. Offered fully furnished on a short term basis.,3,2,0,FLAT,IMMEDIATELY,4498,LT_SIX_MONTHS,false,"null",51.428811,-0.353565,CHESTERTONS
601,2025-02-25 15:38:32.457 +0000,"94619a7c-11dd-46ff-a179-c031fad175d5","Fitzjohns Avenue, Hampstead",,London,NW3 5NA,"Fitzjohns Avenue, Hampstead, London, NW3 5NA","A highly refurbished 2 double bedroom duplex apartment set on the 2nd and 3rd floors of this beautiful Victorian building in an excellent location close proximity to Swiss Cottage (Jubilee Line) and walking distance to the fashionable shops and restaurants of Hampstead Village (Northern Line).  The property has the benefit of wood floors in the entrance hall and reception room and offers parking under separate negotiation.  Accommodation comprises large reception room, fully fitted eat in kitchen, master bedroom with en-suite shower room, 2nd double bedroom with en-suite bathroom and walk-in wardrobe, guest cloakroom.  Sole Agent.",A highly refurbished 2 double bedroom duplex apartment on the 2nd and 3rd floors of this beautiful Victorian building close to Swiss Cottage (Jubilee Line) and walking distance to Belsize Park (Northern Line). Sole Agent.,2,2,1,FLAT,"2025-04-15",4350,TWELVE_MONTHS,false,"null",51.547673,-0.175456,CHESTERTONS
674,2025-02-25 15:39:56.875 +0000,"76097eb4-ab03-4906-86b5-74ef9838a92a","Bruton Street, Mayfair",,London,W1J 6QF,"Bruton Street, Mayfair, London, W1J 6QF",Duplex two bedroom flat situated in the heart of Mayfair perfectly located just off Berkeley Square and moments from Bond Street.,Duplex two bedroom flat situated in the heart of Mayfair perfectly located just off Berkeley Square and moments from Bond Street.,2,1,1,FLAT,IMMEDIATELY,3900,TWELVE_MONTHS,false,"null",51.510339,-0.145331,CHESTERTONS
595,2025-02-25 15:38:21.532 +0000,f01919fa-3f61-47ee-94aa-d388572d7dd7,"Sandwell Mansions, West End Lane",,London,NW6 1XL,"Sandwell Mansions, West End Lane, London, NW6 1XL","*VIDEO TOUR AVAILABLE* A refurbished 4 bedroom ground floor apartment with high ceilings and wood floors in this Victorian purpose built mansion block situated in the heart of West Hampstead, short walk to the shops and amenities of West End Lane and within walking distance to the Underground/Overground links into the City.  Accommodation comprises spacious reception room, fully fitted eat in kitchen with breakfast bar master bedroom with en-suite shower room, 3 further double bedrooms, family bathroom.",A refurbished 4 bedroom ground floor apartment with high ceilings and wood floors in this purpose built mansion block in West Hampstead.,4,2,1,FLAT,"2025-03-08",4500,TWELVE_MONTHS,false,"null",51.549309,-0.191732,CHESTERTONS
596,2025-02-25 15:38:23.251 +0000,f29b887a-c2ec-4f5c-a0d9-8960ffaead5f,"Kings Cross Road, Kings Cross",,London,WC1X 9BJ,"Kings Cross Road, Kings Cross, London, WC1X 9BJ","SHORT LET<br/><br/>A large, well appointed top floor duplex that offers an East/West orientation that has been recently refurbished to provide an exceptional Central London home. This bright apartment offers large open plan reception and kitchen on the upper floor, which has direct access to a large decked terrace. There is a master bedroom with ensuite shower room, a second double bedroom currently being used as an office, guest bathroom and further terrace. <br/><br/>Situated a short walk to the excellent transport links that King's Cross offers including Eurostar, Tube, Thameslink and British Rail. A range of trendy bars, restaurants and shops are close by to the property, with easy access to Bloomsbury, Angel and Clerkenwell.<br/><br/>BILLS INCLUDED","SHORT LET!  A large, top floor duplex that offers an East/West orientation refurbished to an exceptional Central London home. Moments from excellent transport links that King's Cross offers including Eurostar, Tube, Thameslink and British Rail.",2,2,2,FLAT,"2025-03-31",4500,LT_SIX_MONTHS,true,"null",51.529523,-0.11609,CHESTERTONS
597,2025-02-25 15:38:25.422 +0000,a7c6865c-c043-4846-8983-84f55ec4be10,Olive Road,,London,NW2 6UU,"Olive Road, NW2 6UU","A rare opportunity to live in a stunning ground floor apartment in a period conversion, boasting two bedrooms and one bathroom. This charming and well-maintained property is offered fully furnished, providing a comfortable and homely atmosphere. The spacious interior is beautifully styled, creating a welcoming living space that is perfect for modern living. Situated in a desirable location, this property offers the convenience of town amenities while also enjoying the tranquillity of a private garden. With permits available for residents, this serviced apartment presents an ideal opportunity for those seeking a stylish and convenient living arrangement.","SHORT LET *ALL BILLS INCLUDED, WITH PARKING PERMIT, INTERNET & BI-WEEKLY CLEANING* Charming 2-bed furnished ground floor apartment with garden. Stylish period conversion, well-maintained and homely.",2,1,0,FLAT,"2025-04-01",4500,LT_SIX_MONTHS,true,"null",51.556902,-0.225941,CHESTERTONS
598,2025-02-25 15:38:27.500 +0000,f5305475-b7ba-4479-8c8e-3f0b81fab650,"Marlborough Hill, St John's Wood",,London,NW8 0NG,"Marlborough Hill, St John's Wood, London, NW8 0NG","This bright apartment comprise two double bedrooms with fitted in wardrobes, two bathrooms (one en-suite), large reception area, separate fully equipped kitchen and plenty of storage.<br/><br/>The property is located moments from the amenities on St. John's Wood High Street and St. John's Wood Underground (Jubilee Line).",A bright and spacious apartment located on the second floor (with lift) in a modern development in the heart of St. John's Wood.,2,2,1,FLAT,IMMEDIATELY,4500,SIX_MONTHS,false,"null",51.533874,-0.18153,CHESTERTONS
604,2025-02-25 15:38:36.820 +0000,bf574ca6-7c8d-492a-b447-0b74e058491d,"St. Pauls Road, Islington",,London,N1 2LL,"St. Pauls Road, Islington, London, N1 2LL","Short Let <br/>A beautifully presented three double bedroom maisonette, featuring its own private entrance and rear garden.<br/><br/>The flat is bright and well balanced, comprising; a double bedroom housed at the front on the lower level, which could be utilised as an additional/formal reception space. <br/>There are two double bedrooms on the raised ground floor, which enjoy impressive ceiling height and are cleverly designed to include a “Jack & Jill” family bathroom in between.<br/><br/>The property has been refurbished throughout by the current owners and fully re-wired with SMART technology. <br/><br/>Transport can be found via a very short walk to Canonbury Station (London Overground) or Highbury and Islington (Victoria Line and National Rail), with a number of bus routes running on Green Lanes and from Newington Green.","SHORT LET! A beautifully presented three double bedroom maisonette, benefitting from rear garden, ideally set in Canonbury and within easy reach of Highbury & Islington and Upper Street.",3,1,2,FLAT,"2025-04-12",4300,LT_SIX_MONTHS,false,"null",51.547337,-0.097011,CHESTERTONS
605,2025-02-25 15:38:38.612 +0000,"2a238d17-76b8-4dfb-a000-1956399dea53","Palace Wharf, Rainville Road",,London,W6 9UF,"Palace Wharf, Rainville Road, London, W6 9UF","A strikingly brand-new interior designed two-bedroom, two-bathroom first floor apartment set within this newly converted, warehouse style, gated development on the River Thames.<br/><br/>The apartment boasts a bright open plan kitchen and living area, master bedroom with en suite shower room and an additional guest bathroom. The fully fitted Metris Kitchen is complete with Miele appliances including an integrated dishwasher, washer/dryer, full height fridge freezer, oven, hob and integrated extractor fan as well as a Caple wine cooler.<br/><br/>The bathrooms comprise of full bathroom suites with underfloor heating whilst the bedrooms boast bespoke mirrored wardrobes and automatic lights which are sure to impress. Further benefits of the apartment include a Crestron audio visual system, a digital video door entry system and pre-wiring for Sky + TV.<br/><br/>With its riverside location, Palace Wharf is also conveniently close to several transport links including Hammersmith Overground and Underground Station, Barons Court, Putney Bridge and Fulham Broadway Underground Stations, along with several regular and varied bus services which further improve accessibility.","A strikingly brand-new interior designed two-bedroom, two-bathroom first floor apartment set within this newly converted, warehouse style, gated development on the River Thames.",2,2,1,FLAT,IMMEDIATELY,4290,SIX_MONTHS,false,"null",51.49114,-0.226141,CHESTERTONS
614,2025-02-25 15:38:45.414 +0000,"390b1098-662c-4a67-b69c-f8ebfa5301f7","Clive Court, 75 Maida Vale, Little Venice",,London,W9 1SE,"Clive Court, 75 Maida Vale, Little Venice, London, W9 1SE","A fantastic  bright and spacious ground floor apartment, spanning approximately 1100 square feet, in this prestigious purpose built block in the heart of Maida Vale.<br/><br/>Clive Court is superbly located just moments from the array of shops and cafe's on Clifton Gardens and Warwick Avenue Underground Station (Bakerloo Line).","A fantastic  bright and spacious ground floor apartment, spanning approximately 1100 square feet, in this prestigious purpose built block in the heart of Maida Vale.",3,2,0,FLAT,IMMEDIATELY,4312,TWELVE_MONTHS,false,"null",51.526638,-0.179933,CHESTERTONS
710,2025-02-25 15:40:36.511 +0000,"518f7778-f3e3-4684-9818-ea11b3d070d6","Coronation Court, Brewster Gardens",,London,W10 6AL,"Coronation Court, Brewster Gardens, London, W10 6AL","","An impressive two bedroom, two bathroom penthouse apartment with air conditioning and private balcony, available to long let on a furnished basis.",2,2,1,FLAT,IMMEDIATELY,3748,TWELVE_MONTHS,false,"null",51.520524,-0.22577,CHESTERTONS
602,2025-02-25 15:38:34.678 +0000,"3b5003bf-cd98-4b55-acb6-48e4170c899b","Palace Wharf, Rainville Road",,London,W6 9UF,"Palace Wharf, Rainville Road, London, W6 9UF","A stunning brand-new interior designed, 2 bedroom, 2 bathroom first-floor apartment facing the courtyard set within this newly converted warehouse, gated development on the River Thames.<br/><br/>The apartment boasts a bright open-plan kitchen and reception room, master bedroom with en-suite shower room and an additional guest bathroom. The fully fitted Metris Kitchen is complete with Miele appliances including an integrated dishwasher, washer/dryer, full height fridge freezer, oven, hob and integrated extractor fan as well as a Miele wine cooler. The full bathroom suites come with underfloor heating whilst the bedrooms boast bespoke mirrored wardrobes and automatic lighting. Further benefits of the apartment include a Smart Home visual system, a digital video door entry system and pre-wiring for Sky + TV.<br/><br/>With its riverside location, Palace Wharf is also conveniently close to several transport links including Hammersmith Overground and Underground Station, Barons Court, Putney Bridge and Fulham Broadway Underground Stations, along with several regular and varied bus services which further improve accessibility.","A stunning brand-new interior designed, 2 bedroom, 2 bathroom first-floor apartment facing the courtyard set within this newly converted warehouse, gated development on the River Thames.",2,2,1,FLAT,IMMEDIATELY,4350,SIX_MONTHS,false,"null",51.482532,-0.223203,CHESTERTONS
603,2025-02-25 15:38:35.922 +0000,"4add4826-598e-4ba8-8be3-eaf1619a883b",Newfoundland Place,,London,E14 4BJ,"Newfoundland Place, London, E14 4BJ","Imagine lazy mornings in your waterside apartment, carefree coffees on your sun-soaked terrace. Shared spaces, where you bond with neighbours. Events made for your tastes, in the company of world cultures. Enjoy unmissable moments with those who really get you.<br/><br/>We're all different, and that's something to celebrate. Find your perfect fit among three distinctive buildings. Welcome home to Newfoundland.<br/><br/>Bold design and buzzy energy define life in this Thames-side tower in Newfoundland. Wake up London's striking skyline and winding waterways.<br/><br/>There's so much more to renting. Enjoy extensive amenity spaces and a programme of curated events hosted in these spaces. With the Vertus+ app our residents also benefit from access to partner perks by neighbourhood brands in Canary Wharf. Fancy a 20% skincare discount, or a drink on us? We have you covered.<br/><br/>AMENITY SPACES<br/><br/>- South-west facing terrace with BBQ<br/>- Gym and Fitness studios<br/>- Private dining room<br/>- Residents' lounge and games area<br/>- ""Kidult"" area and outdoor children's play area<br/>- Self-service bar with coffee machine and wine dispenser<br/><br/>PERKS<br/><br/>- Monthly exclusives on the residents' app<br/>- Free Fiit membership - the #1 Rated Fitness App with hundreds of killer on-demand workouts with world-class trainers.<br/>- Dry cleaning and laundry services<br/>- Guest suites - fully-furnished suites for residents to book as an extension of their home when hosting more family and friends<br/><br/>BUILDING<br/><br/>- Free high-speed Wi-Fi throughout the apartments and building - easy to WFH, game, or stream your favourite show without glitches.<br/>- We have a dedicated team on-site (engineers, concierge, building managers) here to help with any questions you have to make your move as stress-free as possible<br/>- Pantree honesty market - so you can pick up essential without leaving your building<br/>- Bring me boxes<br/>- Apartments furnished by David Phillips<br/><br/>NEIGHBOURHOOD<br/><br/>- Feel safe and secure on a private Estate - Canary Wharf.<br/>- Convenient transport connections -Canary Wharf London Underground Station (Jubilee Line) / 3 mins travel*, Heron Quay station (DLR) / 4 mins travel*, South Quay station (DLR) / 8 mins travel*, Canary Wharf Crossrail Place (Elizabeth Line) / 10 minutes travel* (*approximate travel to stations).<br/>- Immerse yourself in convenience and culture with 300 shops, bars and restaurants, 100 cultural events per year, and the UK's largest free-to-visit collection of outdoor public art. The Wharf also benefits from over 16 acres of landscaped parks, boardwalks and squares.<br/><br/><br/>*Please note that all images, floorplans and particulars included are for illustrative and indicative purposes only. Individual features and layout may vary.<br/><br/><br/>Chestertons is collaborating with the developer on this project. Your enquiry (including your name and your contact details will be shared with them. We adhere to all data protection regulations and our policy can be found here: https://www.chestertons.co.uk/privacy. Vertus will contact you directly to arrange a viewing and will be responsible for adhering to their data protection requirements. Their policy can be found here:  https://thisisvertus.com/privacy-policy/","Chestertons are pleased to offer the opportunity to rent a beautifully finished, two bedroom apartment in the Vertus development Newfoundland, Canary Wharf. The property is offered fully furnished, with 24/7 concierge and amenities.",2,1,1,FLAT,IMMEDIATELY,4348,TWELVE_MONTHS,false,"null",51.504087,-0.025038,CHESTERTONS
606,2025-02-25 15:38:38.625 +0000,b41c5a72-5a28-4835-8d48-c2fb425fc3ec,Merino Gardens,,London,E1W 2DR,"Merino Gardens, London, E1W 2DR","This fabulously designed apartment in London Dock offers open plan kitchen/living/dining with direct access to the private balcony, two double bedrooms and two bathrooms.","This fabulously designed apartment in London Dock offers open plan kitchen/living/dining with direct access to the private balcony, two double bedrooms and two bathrooms.",2,2,1,FLAT,IMMEDIATELY,4333,LT_SIX_MONTHS,false,"null",51.505796,-0.057199,CHESTERTONS
608,2025-02-25 15:38:41.282 +0000,"3935659c-3e9d-47df-8b6a-8dacdea9da52","Charter House, Crown Court",,London,WC2B 5EX,"Charter House, Crown Court, London, WC2B 5EX","Discover the Modern Charm of Charter House<br/><br/>Located on Crown Court, a tranquil pedestrianised street that connects Bow Street and Drury Lane, lies the modern purpose-built residential block, Charter House. This cozy fifth-floor lateral apartment boasts an abundance of natural light and comprises a spacious reception room with dual-aspect windows, a fully-equipped kitchen, two double bedrooms, and a family bathroom. The apartment is presented in good condition with neutral decor and timber flooring to the main living areas. The bright and quiet apartment is perfect for those seeking a rental investment or a central pied-a-terre. The apartment also comes with a weekday concierge.<br/><br/>Charter House is situated opposite the Royal Opera House in the heart of Theatreland, with Covent Garden's Piazza just moments away, offering a wide range of retail and culinary options. The nearby Drury Lane is experiencing a renaissance with the recent opening of Caravan's first West End restaurant, and many other exciting new openings planned. To the east, the open space of Lincoln's Inn Fields is just a short walk away, with the main campuses of both Kings College London and London School of Economics nearby.<br/><br/>This central and well-connected neighbourhood offers easy access to Covent Garden, Leicester Square, and Holborn underground stations, as well as riverboat services to The City & Canary Wharf from nearby Embankment Pier. Charter House is the ideal location for those looking to be at the heart of the action in one of London's most vibrant neighbourhoods.","(SHORT LET) Chestertons is proud to offer this short let opportunity in the heart of Covent Garden, comprising of 2 bedrooms, 1 bathroom within a Portered Building.",2,1,0,FLAT,"2025-03-31",4333,LT_SIX_MONTHS,false,"null",51.513698,-0.121157,CHESTERTONS
